Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Return on capital employed,EPS last year,Return on equity,Book value,Price to book value,Graham Number,Historical PE 7Years,Current ratio,PEG Ratio,Debt to equity,Altman Z Score,Piotroski score,NPM last year,Sales growth 3Years,EPS,Industry PE,Quick ratio,Debtor days,Number of equity shares,Intrinsic Value,Enterprise Value,Pledged percentage,Promoter holding,Earnings yield,Free cash flow 3years,G Factor,Return on assets
EMA Partners,,EMAPARTNER,Miscellaneous,118.95,18.01,276.52,31.69,337.43,29.47,,,,0.56,5.30,,0.10,8.25,7.00,21.07,,209.77,26.75,5.30,101.85,2.32,,254.29,0.00,63.38,7.66,9.35,3.00,21.84
Emami,531162,EMAMILTD,Personal Care - Indian,636.30,34.60,27774.50,33.86,18.48,31.23,61.74,10.31,160.20,40.74,2.22,1.56,0.03,15.91,9.00,21.07,6.07,18.48,41.57,1.83,43.24,43.65,209.07,27591.37,13.39,54.85,3.27,2321.42,2.00,23.60
Emcure Pharma,544210,EMCURE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1064.40,33.19,20168.61,18.62,27.50,18.46,217.41,4.90,400.04,48.44,1.57,1.66,0.29,6.39,4.00,8.00,9.77,32.72,30.75,0.95,101.90,18.95,429.23,21170.27,0.04,77.92,5.10,1495.01,4.00,7.43
Emkay Taps & Cut,,EMKAYTOOLS,Engineering,383.40,4.26,409.14,19.31,67.20,15.73,330.75,1.16,817.24,4.82,2.32,0.08,0.00,4.43,6.00,39.98,22.49,89.75,34.05,1.61,84.08,1.07,1291.67,409.08,0.00,74.99,28.92,79.35,5.00,13.90
EMS,543983,EMSLIMITED,Construction,637.70,19.18,3541.20,29.31,27.44,22.89,159.34,4.00,345.28,25.51,6.25,,0.09,8.64,2.00,18.63,33.87,33.25,20.84,5.61,111.63,5.55,537.85,3476.04,7.69,69.70,7.35,-134.73,6.00,18.37
Endurance Tech.,540153,ENDURANCE,Auto Ancillaries,2214.40,37.66,31148.38,18.21,59.46,15.47,406.46,5.45,737.40,39.79,1.71,4.49,0.17,8.29,8.00,7.15,15.26,59.46,26.23,1.36,44.79,14.07,1049.28,31073.15,0.00,75.00,3.63,1002.77,3.00,9.72
Energy-Mission,,EMMIL,Engineering,214.00,19.72,242.39,32.53,13.15,37.33,71.73,2.98,144.71,25.13,2.05,,0.26,5.73,5.00,8.58,38.46,12.97,35.65,0.70,22.31,1.13,356.34,254.44,0.00,73.76,7.51,-3.54,6.00,11.84
Enfuse,,ENFUSE,Computers - Software - Medium / Small,244.00,35.51,215.88,30.59,6.06,27.59,38.52,6.33,77.17,27.84,2.72,,0.54,8.22,5.00,13.45,32.32,6.87,30.87,2.72,81.88,0.88,362.96,232.01,0.00,73.58,3.89,-7.97,5.00,18.30
Enser,,ENSER,Computers - Software - Medium / Small,18.25,19.76,159.07,37.51,0.60,34.71,3.50,5.21,8.53,24.18,2.00,,0.23,7.91,7.00,11.44,70.85,0.92,30.87,2.00,93.63,8.72,37.50,154.67,0.00,66.24,7.82,-2.01,6.00,20.31
Envirotech,,ENVIRO,Engineering,106.30,14.21,199.74,39.16,7.48,33.67,34.01,3.13,75.67,13.53,2.49,,0.13,6.94,4.00,29.53,38.55,7.48,34.05,2.27,211.06,1.88,332.40,204.14,0.00,68.75,9.66,-31.53,5.00,23.51
Epigral,543332,EPIGRAL,Chemicals,1836.50,22.21,7922.91,25.17,82.68,22.59,441.46,4.16,906.24,21.09,1.57,0.85,0.31,6.46,8.00,13.99,18.03,82.68,29.91,0.79,33.25,4.31,2422.73,8493.25,0.00,68.95,6.99,463.18,5.00,12.00
EPL Ltd,500135,EPL,Packaging,234.62,20.72,7497.71,17.49,11.23,16.28,73.69,3.18,136.48,25.84,1.51,1.87,0.34,5.61,7.00,8.70,7.07,11.23,22.86,0.88,60.58,31.96,132.89,8103.31,0.00,51.31,6.65,873.10,4.00,9.43
Esab India,500133,ESABINDIA,Electrodes - Welding Equipment,5096.90,45.55,7845.67,75.86,105.88,56.94,225.75,22.58,753.89,47.59,1.99,1.97,0.01,26.91,7.00,12.97,22.21,111.90,29.79,1.38,55.43,1.54,1818.78,7790.15,0.00,73.72,3.00,286.18,4.00,31.46
Evans Electric,542668,,Miscellaneous,152.00,29.48,83.42,36.35,9.22,28.02,37.24,4.08,65.66,15.81,2.24,0.92,0.00,8.17,7.00,23.37,29.44,5.15,26.75,1.34,93.59,0.55,83.69,83.02,0.00,59.44,4.44,10.42,2.00,23.23
Excellent Wires,,EXCELLENT,Steel - Medium / Small,47.75,27.36,21.34,32.44,23.71,40.10,39.84,1.20,106.04,3.93,12.04,,0.01,4.98,6.00,5.39,,12.54,24.59,10.57,55.19,0.45,127.72,12.00,0.00,65.08,10.75,-1.54,3.00,16.12
Exhicon Events,543895,,Miscellaneous,325.10,16.21,421.41,34.49,20.06,26.63,86.46,3.76,197.53,25.97,4.42,,0.00,8.22,6.00,21.09,45.75,20.06,26.75,4.29,87.92,1.30,1141.38,409.72,0.00,56.19,8.74,-33.32,5.00,24.62
Expleo Solutions,533121,EXPLEOSOL,Computers - Software - Medium / Small,936.65,15.32,1453.66,20.49,58.27,15.87,432.08,2.17,770.90,13.49,4.76,0.76,0.05,6.16,5.00,9.38,47.46,61.13,30.87,4.76,94.33,1.55,1389.53,1210.33,0.00,71.05,10.99,31.22,5.00,12.11
Faalcon Concepts,544164,FAALCON,Construction,48.25,13.97,32.96,38.55,4.16,39.96,29.38,1.64,52.09,14.19,2.78,,0.19,4.54,2.00,10.97,54.49,4.10,34.16,1.73,124.03,0.68,258.18,36.03,0.00,65.56,10.24,-5.21,6.00,13.25
Fedders Holding,511628,,Finance & Investments,47.70,22.39,959.80,21.11,9.46,22.48,30.75,1.55,48.98,9.06,5.88,0.19,0.10,4.96,4.00,13.48,363.93,3.47,21.48,5.27,96.34,20.12,98.08,1020.58,0.00,65.91,4.78,-126.11,3.00,18.38
Fidel Softech,,FIDEL,Computers - Software - Medium / Small,168.70,25.05,231.97,29.99,6.73,22.38,32.91,5.13,70.61,22.96,8.63,1.04,0.00,10.95,8.00,16.89,27.72,6.73,30.87,8.63,106.75,1.38,174.56,224.28,0.00,72.97,5.53,13.09,6.00,19.08
Fiem Industries,532768,FIEMIND,Auto Ancillaries,1616.30,22.12,4254.05,26.65,62.96,20.10,354.21,4.56,763.08,17.18,2.23,0.91,0.02,8.92,6.00,8.16,18.44,73.06,26.23,1.55,34.85,2.63,985.61,4059.07,0.00,58.96,6.46,200.00,6.00,14.58
Filtra Consult.,539098,,Trading,65.50,19.10,71.81,21.11,3.25,15.91,21.43,3.06,40.64,10.29,3.31,1.29,0.00,8.64,5.00,3.50,20.80,3.42,28.96,1.62,43.78,1.10,54.10,69.38,0.00,72.45,7.64,6.71,6.00,9.84
Fine Organic,541557,FINEORG,Chemicals,4538.40,35.71,13914.72,25.76,127.09,19.10,723.40,6.27,1438.26,37.65,8.26,1.93,0.00,12.83,5.00,17.67,5.87,127.09,29.91,6.92,60.57,3.07,2798.36,13026.36,0.00,75.00,4.04,1052.67,3.00,17.44
Fluidomat,522017,,Engineering,865.30,21.35,426.59,31.99,26.49,23.69,141.69,6.11,359.55,16.38,3.38,0.53,0.00,11.36,8.00,23.91,25.19,40.55,35.65,3.07,90.10,0.49,636.69,423.17,0.65,53.46,6.27,17.55,6.00,19.91
Fonebox,,FONEBOX,Trading,97.00,27.64,99.52,41.24,3.34,21.34,30.87,3.14,49.37,16.31,4.28,,0.07,8.75,6.00,1.15,569.89,3.51,47.36,2.14,1.75,1.03,245.34,84.65,0.00,71.64,6.26,-9.67,5.00,6.56
Forbes & Co,502865,,Construction,381.25,16.99,491.81,21.80,95.16,16.09,170.14,2.24,603.57,10.91,1.61,0.98,0.02,4.83,7.00,14.53,-27.12,95.16,33.68,1.36,15.32,1.29,372.93,469.20,98.25,73.85,8.69,229.76,2.00,7.98
Forcas Studio,,FORCAS,Textiles - Products,95.70,23.43,168.24,24.93,3.91,35.26,32.96,2.90,60.69,18.11,2.53,,0.33,7.21,5.00,4.49,31.04,4.97,23.43,2.53,104.79,1.76,116.58,185.96,0.00,60.30,7.31,-42.49,5.00,9.58
Foseco India,500150,FOSECOIND,Chemicals,4626.20,37.47,2954.50,31.12,114.35,23.18,537.70,8.60,1222.16,31.39,3.12,2.31,0.01,13.38,6.00,13.92,15.79,123.46,29.91,2.85,84.28,0.64,2322.13,2698.28,0.00,74.98,3.94,133.93,5.00,16.19
Franklin Indust.,540190,,Trading,2.03,3.16,58.71,119.60,0.36,112.29,2.18,0.93,5.61,8.69,9.27,0.02,0.00,5.96,6.00,20.68,49.89,0.64,28.96,8.72,130.18,28.92,12.05,58.94,0.00,0.00,33.03,-2.89,5.00,59.52
Frontier Springs,522195,,Auto Ancillaries,2292.40,32.20,903.21,20.51,32.98,15.50,266.83,8.59,653.89,14.53,2.18,3.77,0.03,14.02,8.00,9.39,20.72,71.22,26.23,1.07,59.76,0.39,1212.81,894.89,0.00,51.76,4.20,9.09,4.00,10.90
G M Polyplast,543239,,Plastics Products,95.90,22.97,129.08,33.86,5.27,24.76,26.29,3.65,49.69,32.79,3.81,0.58,0.12,8.87,8.00,7.68,20.85,4.18,26.80,2.27,75.17,1.35,86.83,133.05,0.00,73.54,6.47,2.96,4.00,18.06
Gabriel India,505714,GABRIEL,Auto Ancillaries,612.70,41.80,8801.06,26.72,12.89,19.58,74.89,8.18,157.15,21.92,1.90,2.96,0.01,12.09,9.00,5.50,25.41,14.66,26.23,1.50,49.46,14.36,220.73,8765.92,0.00,55.00,3.24,165.20,6.00,12.10
Gajanand,,GAJANAND,Textiles - Products,15.60,13.12,29.38,17.17,1.71,19.32,20.06,0.78,27.78,10.51,6.95,,0.07,5.83,5.00,2.06,22.95,1.71,23.77,2.54,33.36,1.88,39.44,29.39,0.00,62.94,13.75,-4.70,6.00,7.68
Gala Precis. Eng,544244,GALAPREC,Fasteners,906.40,45.12,1150.93,23.34,21.50,26.38,192.17,4.72,305.27,20.91,5.67,1.02,0.05,9.27,6.00,12.46,24.75,21.55,20.90,3.74,85.76,1.27,379.96,1086.15,0.00,55.32,3.41,21.10,5.00,13.84
Ganesh Green,,GGBL,Engineering - Turnkey Services,426.05,43.02,1056.65,30.13,7.91,33.12,73.35,5.81,138.72,29.90,5.42,,0.11,11.07,3.00,8.67,25.89,11.66,33.15,3.85,89.73,2.48,335.87,1076.18,0.00,73.42,3.48,-20.99,5.00,13.34
Ganesh Housing,526367,GANESHHOUC,Construction,996.70,13.90,8311.19,44.02,71.72,35.32,246.63,4.04,630.87,16.81,6.02,0.29,0.01,9.13,7.00,62.31,35.86,71.72,33.68,4.27,130.70,8.34,1900.49,8181.15,0.00,73.06,9.85,681.61,5.00,29.12
Ganesh Infra.,,GANESHIN,Construction,189.75,20.24,810.64,38.71,9.37,36.91,42.02,4.52,94.15,21.12,2.93,,0.21,9.44,4.00,7.44,,9.37,20.84,2.44,79.29,4.27,436.61,838.32,0.00,59.09,6.59,,5.00,21.75
Garware Hi Tech,500655,GRWRHITECH,Packaging,4006.50,28.10,9308.06,20.50,142.57,15.00,1020.90,3.92,1809.65,13.50,4.28,0.90,0.01,8.50,8.00,15.70,17.43,142.57,22.86,3.03,7.27,2.32,2557.41,9202.78,0.00,60.72,4.94,583.27,5.00,13.23
Garware Tech.,509557,GARFIBRES,Textiles - Products,886.30,38.00,8797.93,24.67,23.33,18.71,125.08,7.09,256.21,35.67,1.88,3.55,0.05,10.81,8.00,15.03,9.00,23.33,23.77,1.28,75.09,9.93,351.90,8812.18,0.00,53.00,3.73,489.44,3.00,13.13
Gillette India,507815,GILLETTE,Personal Care - Multinational,8610.00,59.19,28059.99,58.91,126.35,42.49,332.84,25.87,1043.77,65.13,1.72,5.73,0.00,26.41,9.00,15.82,9.93,145.48,56.44,1.16,38.03,3.26,2112.52,27500.24,0.00,75.00,2.38,1171.25,4.00,22.23
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,2828.60,51.85,47918.19,66.88,54.75,49.57,115.19,24.56,376.70,57.12,1.79,1.43,0.01,21.69,9.00,24.65,4.58,54.75,45.91,1.54,28.48,16.94,580.01,46524.62,0.00,75.00,2.70,2292.60,4.00,24.11
Godawari Power,532734,GPIL,Steel - Large,201.71,16.70,13499.62,29.19,13.76,21.89,67.67,2.98,135.00,5.39,3.76,0.57,0.01,7.25,8.00,16.89,11.30,11.97,21.81,2.30,14.21,66.93,177.16,12761.28,0.00,63.51,9.17,1863.20,4.00,17.18
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,8718.50,39.33,45330.90,29.62,206.18,24.32,1008.93,8.64,2163.46,15.80,2.10,1.36,0.03,13.25,8.00,20.55,27.81,206.18,32.45,0.70,33.59,5.20,4445.65,45479.56,0.00,72.58,3.26,875.32,6.00,18.00
Golech.Glob.Fin.,531360,,Finance & Investments,24.06,7.19,13.23,22.97,2.69,18.68,17.22,1.40,36.00,11.17,267.67,0.26,0.00,8.03,7.00,8.47,168.80,3.35,21.48,3.67,0.00,0.55,21.47,13.20,0.00,50.96,16.44,0.61,5.00,18.59
Golkunda Diamond,523676,,Diamond Cutting / Jewellery,203.25,10.19,141.46,17.78,13.81,19.34,82.71,2.46,192.59,9.62,1.86,0.21,0.63,6.53,6.00,4.17,9.94,19.93,33.21,1.70,129.07,0.70,308.98,166.92,0.00,72.79,13.28,2.60,5.00,8.68
Goodluck India,530655,GOODLUCK,Steel - Medium / Small,812.60,16.91,2700.96,17.44,41.52,15.17,376.13,2.16,644.88,12.01,1.69,0.51,0.54,5.28,5.00,3.75,30.88,49.14,24.59,1.02,36.36,3.32,864.49,3283.56,0.00,56.45,8.77,-259.23,6.00,7.55
Gopal Snacks,544140,GOPAL,Food - Processing - Indian,300.40,44.24,3743.66,32.00,7.99,29.23,35.61,8.44,73.77,43.07,5.17,,0.01,16.91,6.00,7.10,7.52,6.79,31.16,1.85,7.74,12.46,82.83,3724.44,5.71,81.47,3.03,119.80,4.00,19.91
Goyal Salt,,GOYALSALT,Food - Processing - Indian,174.25,23.54,311.91,28.70,7.40,27.11,31.01,5.62,71.86,33.25,2.86,0.19,0.39,9.83,5.00,10.19,25.53,7.40,31.16,1.56,42.55,1.79,85.93,332.86,0.00,72.61,5.38,-13.09,5.00,20.11
GPT Infraproject,533761,GPTINFRA,Construction,137.62,23.50,1739.03,21.83,6.34,17.92,41.43,3.32,76.85,11.53,1.92,0.56,0.25,5.97,5.00,6.23,20.77,6.34,20.84,1.46,29.39,12.64,118.63,1855.24,50.88,69.22,6.69,130.65,7.00,8.87
Grauer & Weil,505710,GRAUWEIL,Chemicals,85.48,24.13,3875.76,26.06,3.23,19.62,19.18,4.46,39.10,18.82,3.13,1.47,0.01,8.32,9.00,13.63,20.84,3.54,29.91,2.60,63.47,45.34,49.31,3429.81,0.00,69.04,6.38,245.61,4.00,14.01
Gravita India,533282,GRAVITA,Mining / Minerals / Metals,2030.20,47.97,14984.59,21.63,42.32,21.49,280.44,7.24,516.78,19.81,8.43,0.98,0.14,13.63,4.00,8.09,20.41,42.32,33.39,5.78,25.95,7.38,1149.17,14863.27,0.00,59.27,2.74,213.06,5.00,15.20
Grindwell Norton,506076,GRINDWELL,Abrasives And Grinding Wheels,1780.00,53.45,19708.16,22.27,33.30,17.11,203.71,8.74,390.69,55.49,2.83,3.22,0.04,13.28,6.00,13.20,11.79,33.30,52.33,2.06,47.05,11.07,423.07,19527.07,0.00,58.03,2.57,636.98,3.00,12.75
GSM Foils,,GSMFOILS,Aluminium and Aluminium Products,149.40,19.84,191.41,45.61,7.53,45.66,24.38,6.13,64.28,60.92,1.86,,0.57,9.54,3.00,7.21,,7.53,19.84,1.23,92.12,1.28,323.59,208.99,0.00,73.14,7.15,,5.00,23.72
Gufic BioScience,509079,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,379.75,46.43,3808.04,17.23,8.59,19.95,57.26,6.63,102.65,31.58,1.63,1.45,0.52,7.76,4.00,10.89,18.26,8.18,30.75,1.10,149.29,10.03,200.27,4085.12,0.00,72.51,3.16,-310.88,3.00,8.99
Guj. Containers,513507,,Packaging,184.00,12.57,103.96,18.37,14.64,17.43,90.53,2.03,172.67,9.19,2.08,0.18,0.43,6.21,5.00,5.44,0.48,14.64,22.86,1.50,73.14,0.56,210.94,122.87,0.00,59.66,10.60,15.10,3.00,10.66
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,1230.50,17.04,6066.91,27.21,62.66,24.73,278.23,4.42,672.89,16.48,1.82,1.49,0.33,7.27,7.00,9.31,25.73,72.33,29.91,1.33,54.09,4.93,958.67,5663.63,0.00,67.14,8.95,529.27,6.00,13.98
H.G. Infra Engg.,541019,HGINFRA,Construction,1227.30,14.58,7998.45,24.12,82.64,24.08,412.79,2.97,884.15,10.99,1.57,0.44,0.91,4.13,5.00,9.80,27.26,84.17,20.84,1.37,45.67,6.52,1718.22,10330.07,0.00,71.78,9.92,-1179.93,7.00,10.22
Hamps Bio,544312,,Trading,47.51,41.40,20.70,21.28,2.55,21.14,,,,21.08,1.74,,0.31,9.54,6.00,7.72,,2.55,28.96,0.86,55.76,0.44,,21.69,0.00,71.99,3.69,0.66,1.00,10.98
Happy Forgings,544057,HAPPYFORGE,Castings & Forgings,848.70,30.11,7998.34,22.70,25.79,18.69,181.59,4.67,339.39,40.77,2.89,1.47,0.09,9.21,6.00,17.89,32.42,28.19,28.60,1.99,95.92,9.42,526.68,8054.06,0.00,78.57,4.51,-80.15,3.00,15.13
Harshdeep,544105,,Miscellaneous,72.00,11.95,115.88,26.99,6.03,22.95,29.46,2.44,63.21,13.35,5.70,,0.00,7.05,7.00,17.24,,6.03,18.49,2.40,85.36,1.61,146.37,113.67,0.00,72.77,10.04,-26.53,4.00,19.46
Havells India,517354,HAVELLS,Electric Equipment,1577.40,67.26,98893.79,24.79,23.48,18.65,132.77,11.88,264.86,68.28,1.86,4.58,0.04,14.73,7.00,6.75,16.04,23.48,67.26,1.01,21.09,62.69,507.01,95834.22,0.00,59.41,2.12,1931.57,4.00,11.21
Hawkins Cookers,508486,,Domestic Appliances,7905.90,36.55,4182.22,44.52,207.72,36.04,622.38,12.70,1740.88,34.74,2.43,2.41,0.08,17.23,8.00,10.72,10.05,216.42,49.81,1.57,17.00,0.53,2647.82,4046.14,0.00,56.03,3.88,148.83,4.00,22.27
HBL Engineering,517271,HBLENGINE,Auto Ancillaries,568.75,47.82,15765.46,35.94,10.13,27.73,49.53,11.48,112.25,33.70,2.67,0.72,0.05,17.15,7.00,13.48,34.79,11.31,26.23,1.63,62.45,27.72,128.58,15618.70,0.00,59.11,2.73,336.86,3.00,20.43
HCL Technologies,532281,HCLTECH,Computers - Software - Large,1659.90,25.89,450441.27,31.88,64.12,25.23,256.68,6.47,608.52,20.44,2.22,2.67,0.09,10.04,6.00,14.86,10.97,64.12,29.96,2.21,60.88,271.37,850.85,435428.27,0.00,60.81,5.49,59175.00,4.00,17.01
Heritage Foods,519552,HERITGFOOD,Food - Processing - Indian,430.45,20.52,3994.40,27.06,20.29,21.87,104.74,4.11,218.67,26.39,1.82,0.78,0.18,8.49,8.00,4.71,15.53,20.29,31.16,0.88,3.36,9.28,274.97,4099.21,0.00,41.30,6.89,169.22,4.00,13.71
Hero Motocorp,500182,HEROMOTOCO,Automobiles - Motorcycles / Mopeds,4345.30,19.86,86910.71,31.15,218.91,23.67,963.55,4.51,2178.53,19.64,1.80,2.60,0.04,8.26,7.00,10.69,11.46,218.91,46.53,1.53,30.16,20.00,2868.15,87036.56,0.00,34.74,6.90,9661.55,7.00,16.05
Hexaware Tech.,544362,HEXT,Computers - Software - Large,770.95,40.26,46850.22,29.52,19.36,23.29,88.17,8.74,196.00,17.91,1.58,3.31,0.11,11.33,4.00,9.72,18.60,19.36,29.96,1.58,60.22,60.77,355.94,45437.22,0.00,74.71,3.56,3570.60,4.00,14.37
Hi-Green Carbon,,HIGREEN,Chemicals,216.50,52.02,541.03,21.94,4.11,20.44,32.34,6.69,55.03,43.95,2.77,1.00,0.34,10.01,3.00,14.52,42.83,4.16,29.91,2.17,40.58,2.50,57.36,558.66,0.00,71.88,2.59,-5.23,4.00,13.53
High Energy Bat.,504176,,Electric Equipment,665.50,38.91,596.54,21.80,17.10,16.37,111.11,5.99,206.78,19.39,3.77,1.74,0.11,10.65,4.00,18.93,0.60,17.10,44.87,1.95,120.50,0.90,252.12,604.53,0.00,42.90,3.67,28.62,4.00,13.08
Himadri Special,500184,HSCL,Chemicals,461.90,41.08,22803.14,22.01,11.25,16.41,75.39,6.13,138.17,27.26,3.56,1.87,0.08,11.03,7.00,12.03,18.23,11.25,29.91,2.59,50.08,49.37,143.07,22444.77,0.00,51.61,3.79,605.89,4.00,12.19
Hindustan Hardy,505893,,Auto Ancillaries,786.75,22.61,118.01,27.57,32.50,23.33,171.97,4.57,367.14,15.28,1.70,0.34,0.17,7.10,9.00,7.20,14.99,34.83,26.23,1.24,109.16,0.15,448.80,118.51,0.00,66.16,6.15,4.61,5.00,12.42
Hoac Foods,,HOACFOODS,Food - Processing - Indian,159.40,39.52,61.26,37.61,3.79,42.15,25.76,6.19,51.84,27.80,3.48,,0.07,10.60,5.00,6.53,28.19,4.64,31.16,2.45,52.78,0.38,150.39,61.37,0.00,70.10,3.88,-1.69,5.00,15.85
Holmarc Opto,,HOLMARC,Engineering,161.50,44.96,162.31,26.00,3.41,19.36,24.55,6.58,44.54,32.51,6.60,,0.00,12.46,4.00,10.25,29.16,3.59,34.05,5.32,76.47,1.00,132.04,153.52,0.00,62.69,3.28,1.50,4.00,15.48
HVAX Technolog.,,HVAX,Engineering - Turnkey Services,610.70,14.69,169.58,30.03,137.76,36.85,,,,4.74,1.90,,0.84,8.12,4.00,8.31,20.40,128.03,14.69,1.40,85.74,0.28,,196.74,0.00,66.65,8.96,-18.06,5.00,12.42
I R C T C,542830,IRCTC,Travel Agencies,809.05,52.47,64724.00,53.77,13.89,40.45,44.04,18.37,123.99,66.64,1.91,1.63,0.01,17.93,6.00,27.04,76.50,15.51,52.47,1.91,117.47,80.00,361.81,62360.74,0.00,62.40,2.68,1896.77,3.00,20.65
IB Infotech,519463,,Trading,173.15,29.97,22.18,38.49,5.78,35.41,18.97,9.13,49.67,24.66,2.60,0.53,0.89,10.83,5.00,11.42,,5.78,28.96,2.60,10.14,0.13,91.08,23.90,0.00,64.93,5.10,-11.94,3.00,22.12
ICRA,532835,ICRA,Miscellaneous,6115.00,36.62,5901.73,21.38,156.55,15.64,988.70,6.18,1927.23,34.28,4.00,4.89,0.02,10.46,5.00,34.03,14.01,166.96,36.62,4.00,43.37,0.97,2502.90,5698.48,0.00,51.87,4.08,282.09,6.00,13.28
Identical Brains,,IDENTICAL,Entertainment / Electronic Media Software,51.25,13.44,71.88,97.75,7.77,71.67,,,,6.46,2.52,,0.01,8.61,6.00,26.63,,7.77,35.34,2.52,111.37,1.40,,70.33,0.00,63.74,10.51,1.47,2.00,49.11
IEL,524614,,Trading,5.07,83.68,66.11,17.50,0.02,23.64,0.13,40.53,0.41,110.88,5.35,0.91,0.54,41.40,5.00,1.52,161.21,0.06,28.96,5.35,35.41,13.04,1.56,66.90,0.00,0.96,1.52,0.37,5.00,7.12
IIRM Holdings,526530,,Miscellaneous,80.20,24.38,546.52,23.48,3.17,18.59,19.40,4.13,37.22,27.07,3.26,,0.22,8.11,4.00,10.22,,3.17,26.75,3.26,120.39,6.81,79.65,569.91,0.00,60.82,6.05,,3.00,13.13
Indegene,544172,INDGN,Miscellaneous,612.15,36.13,14692.09,24.22,16.95,20.11,108.98,5.62,203.84,37.45,4.48,0.54,0.04,10.30,6.00,14.32,19.48,16.95,45.61,4.48,81.27,24.00,707.31,14419.09,0.00,0.00,3.89,1020.30,5.00,13.85
Indiamart Inter.,542726,INDIAMART,Miscellaneous,2350.20,25.62,14108.76,35.70,91.73,28.09,364.02,6.46,866.80,53.42,2.40,0.85,0.02,7.61,8.00,39.66,22.60,91.73,41.10,2.40,1.05,6.00,1671.45,14057.36,0.00,49.17,5.07,1619.96,7.00,14.53
Indian,,IEML,Chemicals,145.80,13.40,178.20,23.58,10.88,24.08,67.12,2.17,128.19,26.96,2.67,,0.31,5.48,4.00,13.14,78.90,10.88,29.91,1.39,110.37,1.22,429.25,203.72,0.00,48.11,9.24,-52.28,5.00,14.67
Indian Energy Ex,540750,IEX,Miscellaneous,199.86,42.98,17821.37,53.61,4.65,40.53,12.31,16.23,35.89,39.65,1.57,2.17,0.01,15.35,9.00,77.45,7.95,4.65,55.54,1.57,1.37,89.17,106.14,17714.87,0.00,0.00,3.12,677.62,5.00,21.23
Indian Hotels Co,500850,INDHOTEL,Hotels,766.35,64.53,109084.73,17.50,13.40,16.40,78.41,9.77,153.76,68.68,2.09,1.49,0.28,11.83,9.00,21.67,39.71,13.40,40.37,2.02,28.50,142.34,190.93,109987.44,0.00,38.12,2.26,3626.09,5.00,11.14
Indigo Paints,543258,INDIGOPNTS,Paints / Varnishes,1028.20,34.84,4897.80,23.18,31.22,17.52,199.95,5.14,364.38,53.47,2.29,0.86,0.02,9.25,6.00,11.81,20.16,29.51,40.01,1.66,59.39,4.76,667.73,4898.57,0.00,53.92,3.84,-85.78,3.00,12.98
Indo Count Inds.,521016,ICIL,Textiles - Cotton/Blended,336.10,20.37,6656.61,18.30,17.06,17.52,110.99,3.03,202.98,12.12,1.56,0.49,0.66,5.11,7.00,9.56,12.19,16.50,23.61,0.73,54.19,19.81,286.71,7881.39,0.00,58.74,6.96,-62.21,5.00,10.28
Indo Tech.Trans.,532717,INDOTECH,Electric Equipment,2528.30,39.21,2685.05,34.49,44.12,24.15,226.51,11.16,573.22,25.87,2.12,0.79,0.02,13.99,8.00,9.30,34.71,64.47,44.87,1.18,100.67,1.06,1179.98,2622.05,77.79,75.00,3.49,30.46,5.00,13.60
Indo Thai Sec.,533676,INDOTHAI,Finance & Investments,1800.90,141.38,1829.41,28.22,15.93,23.28,91.07,19.78,162.74,35.28,2.09,2.06,0.12,21.17,6.00,48.73,12.79,12.93,14.47,2.08,90.26,1.02,211.43,1782.57,0.00,61.73,0.98,-0.60,1.00,13.39
Indrapr.Medical,532150,INDRAMEDCO,Healthcare,440.25,25.07,4035.90,39.01,17.56,29.97,65.09,6.76,160.37,13.42,2.41,0.85,0.05,11.38,8.00,11.87,15.16,17.56,48.04,2.37,20.30,9.17,286.26,3746.91,0.00,51.00,5.94,351.07,6.00,20.44
Infinium Pharma,,INFINIUM,Pharmaceuticals - Indian - Bulk Drugs,303.35,49.76,472.71,27.95,8.12,27.78,45.41,6.68,83.51,26.49,2.32,,0.00,8.24,4.00,8.48,24.36,6.83,26.98,1.63,55.03,1.56,190.96,456.96,0.00,65.24,3.52,-8.36,4.00,14.74
Infollion Resea.,,INFOLLION,Miscellaneous,483.10,37.81,468.46,35.18,12.78,25.98,55.69,8.68,126.53,33.60,8.31,0.90,0.00,16.49,3.00,16.03,52.61,12.78,26.75,8.31,83.01,0.97,538.46,433.31,0.00,51.70,3.87,17.95,5.00,22.82
Infosys,500209,INFY,Computers - Software - Large,1589.90,24.90,660327.36,37.50,64.32,28.83,230.71,6.89,577.81,25.32,1.97,2.49,0.09,10.36,6.00,16.29,10.25,64.32,29.96,1.97,69.78,415.33,1061.47,644099.36,0.00,14.60,5.86,76354.00,4.00,18.62
Ingersoll-Rand,500210,INGERRAND,Compressors / Drilling Equipment,3866.40,46.28,12205.45,51.35,70.45,38.40,202.52,19.09,617.01,40.78,2.82,2.07,0.01,26.06,6.00,18.32,25.25,83.55,46.28,2.16,74.84,3.16,787.54,11919.50,0.00,75.00,2.99,360.23,6.00,25.99
